,views,products,products_quan,carts,carts_quan,wish,wish_quan
1622063643169679073,26,"[2000000068381.0, 2000000068381.0, 2000000052281.0, 2000000104195.0]",4.0,,,,
16344560391009103714,1,,,,,,
1634447411605860422,1,,,,,,
1634448178664580434,3,"[2000000086118.0, 2000000080154.0]",2.0,,,,
1634448649707657728,1,,,,,,
1634049875387823616,44,"[2000000076782.0, 2000000104379.0, 2000000108216.0, 2000000107608.0, 2000000106397.0, 2000000101170.0, 2000000107967.0, 2000000107585.0, 2000000101217.0, 2000000098166.0, 2000000106397.0, 2000000081540.0, 2000000098449.0, 2000000098449.0, 2000000103945.0, 2000000103792.0, 2000000089768.0, 2000000089768.0, 2000000102214.0, 2000000087474.0]",20.0,,,,
1634451374368395457,1,,,,,,
1634452172661236579,1,,,,,,
1634304746663790392,3,,,,,,
1634452842946609811,1,,,,,,
1634453916131027657,1,,,,,,
163445756882915796,3,,,,,,
1634458413624748988,1,,,,,,
1634458440227024632,1,,,,,,
163445854617557293,1,,,,,,
1634459297182855152,1,,,,,,
1634459748389998437,1,[2000000094281.0],1.0,,,,
1634460101320623721,1,,,,,,
1634460639420762537,1,,,,,,
1634461177758555852,1,,,,,,
1634462292165313669,3,[2000000057750.0],1.0,,,,
163445853789383725,1,,,,,,
1634458552220373061,1,,,,,,
1634460097104730877,1,,,,,,
1634462075113103261,1,,,,,,
1634462170204933091,1,,,,,,
1634462436706686712,1,,,,,,
1634462453824355200,1,,,,,,
1634462453795879594,1,,,,,,
1634462724737879902,1,,,,,,
1634463909906379085,1,,,,,,
1611775892404321767,72,"[2000000081335.0, 2000000057712.0, 2000000057712.0, 2000000057712.0, 2000000103938.0, 2000000108575.0, 2000000052281.0, 2000000076867.0, 2000000107288.0, 2000000103938.0, 2000000105925.0, 2000000105925.0, 2000000073651.0, 2000000105925.0, 2000000105925.0, 2000000045580.0, 2000000112657.0, 2000000116495.0, 2000000116464.0, 2000000109961.0]",20.0,,,,
1634464204108320988,5,[2000000093611.0],1.0,,,,
163403464980958937,97,"[2000000063089.0, 2000000018683.0, 2000000107905.0, 2000000107905.0, 2000000107905.0, 2000000067636.0, 2000000104386.0, 2000000097831.0, 2000000094311.0, 2000000073422.0, 2000000059693.0, 2000000107004.0, 2000000106427.0, 2000000106557.0, 2000000106564.0, 2000000106809.0, 2000000064659.0]",17.0,,,,
1634465330494581398,8,"[2000000104027.0, 2000000104744.0, 2000000030494.0]",3.0,,,,
1634465492145933200,9,[2000000101972.0],1.0,,,,
1634466049549809934,1,,,,,,
1634466451499348024,4,[2000000091976.0],1.0,,,,
1634466721907122457,4,,,,,,
1634466846872782853,4,"[2000000084879.0, 2000000084879.0]",2.0,,,,
163446706530168049,3,,,,,,
1634467625167504927,56,"[2000000093017.0, 2000000100678.0, 2000000013329.0, 2000000060392.0, 2000000077512.0, 2000000100678.0, 2000000060392.0, 2000000077512.0, 2000000063010.0, 2000000105710.0, 2000000069708.0, 2000000069708.0, 2000000105796.0, 2000000046235.0, 2000000077512.0, 2000000077512.0, 2000000088389.0, 2000000100678.0, 2000000069708.0, 2000000107806.0, 2000000077512.0, 2000000105710.0]",22.0,,,,
1634467768346787361,18,"[2000000092126.0, 2000000085111.0, 2000000092621.0, 2000000085135.0, 2000000092256.0, 2000000092225.0, 2000000085128.0, 2000000092348.0, 2000000085104.0, 2000000085142.0, 2000000085135.0, 2000000085142.0]",12.0,,,,
1634468146374508275,1,,,,,,
1634468073130517311,2,,,,,,
1634466778924559360,3,,,,,,
163446889567699647,1,,,,,,
1632153572565757520,357,"[2000000081304.0, 2000000072906.0, 2000000103648.0, 2000000103648.0, 2000000066479.0, 2000000066479.0, 2000000103822.0, 2000000033006.0, 2000000060668.0, 2000000097008.0, 2000000026879.0, 2000000026879.0, 2000000026879.0, 2000000077826.0, 2000000105703.0, 2000000073118.0, 2000000034270.0, 2000000058702.0, 2000000033006.0, 2000000101392.0, 2000000026893.0, 2000000072906.0, 2000000107721.0, 2000000105543.0, 2000000075440.0, 2000000066479.0, 2000000066479.0, 2000000066479.0, 2000000058702.0, 2000000026879.0, 2000000026879.0, 2000000076683.0, 2000000034270.0, 2000000034270.0, 2000000058702.0, 2000000010427.0, 2000000087610.0, 2000000087047.0, 2000000079158.0, 2000000026879.0, 2000000105017.0, 2000000077826.0, 2000000077789.0, 2000000073118.0, 2000000066479.0, 2000000066059.0, 2000000098166.0, 2000000066479.0, 2000000069739.0, 2000000066066.0, 2000000101392.0, 2000000066479.0, 2000000069739.0, 2000000085029.0, 2000000073118.0, 2000000110905.0, 2000000069739.0, 2000000103648.0, 2000000034270.0, 2000000109749.0, 2000000113432.0, 2000000112718.0, 2000000112152.0, 2000000112244.0, 2000000111032.0, 2000000110318.0, 2000000109299.0, 2000000107721.0, 2000000108117.0, 2000000113784.0, 2000000109756.0, 2000000069739.0, 2000000069739.0, 2000000069739.0, 2000000109756.0, 2000000069739.0, 2000000069739.0, 2000000110905.0, 2000000046471.0, 2000000110967.0, 2000000109756.0, 2000000105017.0, 2000000069739.0, 2000000069739.0, 2000000069739.0, 2000000069739.0, 2000000069739.0, 2000000098135.0, 2000000098135.0, 2000000073774.0, 2000000098166.0, 2000000069739.0, 2000000099699.0, 2000000099439.0, 2000000034270.0, 2000000098135.0, 2000000098135.0, 2000000098135.0, 2000000099453.0, 2000000034270.0, 2000000066479.0, 2000000010526.0, 2000000033006.0, 2000000098135.0, 2000000098135.0, 2000000098135.0, 2000000116310.0, 2000000115801.0, 2000000114453.0, 2000000109503.0, 2000000116709.0, 2000000102290.0, 2000000088402.0, 2000000111681.0, 2000000101217.0, 2000000066066.0, 2000000063676.0, 2000000026879.0, 2000000026879.0, 2000000026879.0, 2000000033006.0, 2000000058702.0, 2000000033006.0, 2000000118277.0, 2000000118406.0, 2000000116464.0]",126.0,,,,
16344698901037624734,34,"[2000000101743.0, 2000000101743.0, 2000000103433.0, 2000000099576.0, 2000000103433.0, 2000000101743.0, 2000000101743.0, 2000000103433.0, 2000000086996.0, 2000000076041.0, 2000000061405.0]",11.0,,,,
1634469978871338537,1,,,,,,
1634470002941670838,1,,,,,,
1634472164338726230,8,,,,,,
1612449780169361505,597,"[2000000106731.0, 2000000035161.0, 2000000035161.0, 2000000024196.0, 2000000024196.0, 2000000097435.0, 2000000102450.0, 2000000106618.0, 2000000093383.0, 2000000063430.0, 2000000093383.0, 2000000107707.0, 2000000107707.0, 2000000108001.0, 2000000108001.0, 2000000103761.0, 2000000060941.0, 2000000102665.0, 2000000013794.0, 2000000108087.0, 2000000055527.0, 2000000038773.0, 2000000097329.0, 2000000107127.0, 2000000102184.0, 2000000100531.0, 2000000100531.0, 2000000102184.0, 2000000045146.0, 2000000049984.0, 2000000108490.0, 2000000070025.0, 2000000049984.0, 2000000049984.0, 2000000049984.0, 2000000045146.0, 2000000049984.0, 2000000045146.0, 2000000096216.0, 2000000077475.0, 2000000101170.0, 2000000025131.0, 2000000097541.0, 2000000096339.0, 2000000037035.0, 2000000096339.0, 2000000084909.0, 2000000067698.0, 2000000097541.0, 2000000000138.0, 2000000045955.0, 2000000087610.0, 2000000053363.0, 2000000058443.0, 2000000057330.0, 2000000105369.0, 2000000087610.0, 2000000096810.0, 2000000101347.0, 2000000068480.0, 2000000105086.0, 2000000102818.0, 2000000100531.0, 2000000102818.0, 2000000107912.0, 2000000101316.0, 2000000099996.0, 2000000105956.0, 2000000068480.0, 2000000107929.0, 2000000100531.0, 2000000098982.0, 2000000102276.0, 2000000104881.0, 2000000077826.0, 2000000081502.0, 2000000101095.0, 2000000081502.0, 2000000081540.0, 2000000103761.0, 2000000013039.0, 2000000101286.0, 2000000048987.0, 2000000102276.0, 2000000106618.0, 2000000090764.0, 2000000064789.0, 2000000093383.0, 2000000095103.0, 2000000048987.0, 2000000013039.0, 2000000101286.0, 2000000105086.0, 2000000096216.0, 2000000084725.0, 2000000089591.0, 2000000096100.0, 2000000084190.0, 2000000086002.0, 2000000110318.0, 2000000060989.0, 2000000093420.0, 2000000107417.0, 2000000016993.0, 2000000110615.0, 2000000104294.0, 2000000101262.0, 2000000063430.0, 2000000038773.0, 2000000098005.0, 2000000028088.0, 2000000109268.0, 2000000109268.0, 2000000084190.0, 2000000061658.0, 2000000061658.0, 2000000109640.0, 2000000109060.0, 2000000107417.0, 2000000096995.0, 2000000109633.0, 2000000112497.0, 2000000093352.0, 2000000007922.0, 2000000091716.0, 2000000111889.0, 2000000108308.0, 2000000111360.0, 2000000092713.0, 2000000111889.0, 2000000111896.0, 2000000111230.0, 2000000072289.0, 2000000110141.0, 2000000007922.0, 2000000111261.0, 2000000102894.0, 2000000052557.0, 2000000007922.0, 2000000029764.0, 2000000004426.0, 2000000072876.0, 2000000101675.0, 2000000113173.0, 2000000048994.0, 2000000083841.0, 2000000083858.0, 2000000014821.0, 2000000095097.0, 2000000016993.0, 2000000048994.0, 2000000017044.0, 2000000017020.0, 2000000114026.0, 2000000107585.0, 2000000096032.0, 2000000101620.0, 2000000012209.0, 2000000102306.0, 2000000095936.0, 2000000099071.0, 2000000110301.0, 2000000061894.0, 2000000079462.0, 2000000087580.0, 2000000053301.0, 2000000081885.0, 2000000095936.0, 2000000110226.0, 2000000045702.0, 2000000045702.0, 2000000111513.0, 2000000111933.0, 2000000013084.0, 2000000099781.0, 2000000012735.0, 2000000112046.0, 2000000114279.0, 2000000064192.0, 2000000081342.0, 2000000007359.0, 2000000081342.0, 2000000064192.0, 2000000007359.0, 2000000081342.0, 2000000078847.0, 2000000091631.0, 2000000097404.0, 2000000038858.0, 2000000115542.0, 2000000108926.0, 2000000108926.0, 2000000050621.0, 2000000112558.0, 2000000100272.0, 2000000118017.0, 2000000118017.0, 2000000118017.0, 2000000118017.0, 2000000118017.0, 2000000118017.0, 2000000118017.0, 2000000116464.0, 2000000087474.0, 2000000116730.0, 2000000026893.0, 2000000039671.0]",207.0,,,,
1634472330190753828,2,[2000000070889.0],1.0,,,,
1634472700695436835,2,,,,,,
1634472784814409894,17,"[2000000062662.0, 2000000064352.0, 2000000055527.0, 2000000038780.0, 2000000018683.0, 2000000018683.0, 2000000025964.0]",7.0,,,,
1634473045396462280,2,,,,,,
1634021689696668264,5,"[2000000062662.0, 2000000055107.0, 2000000103686.0]",3.0,,,,
1634473275535074445,20,[2000000100609.0],1.0,,,,
16344733871039568973,3,[2000000097329.0],1.0,,,,
1631617762180416290,22,"[2000000018683.0, 2000000055527.0, 2000000093123.0, 2000000105727.0, 2000000106540.0, 2000000089294.0, 2000000107004.0, 2000000106960.0, 2000000106991.0, 2000000107059.0]",10.0,,,,
1633093476586877529,9,"[2000000039671.0, 2000000093123.0]",2.0,,,,
1634473764616326118,5,"[2000000041780.0, 2000000037554.0]",2.0,,,,
1634473840435019944,1,[2000000018683.0],1.0,,,,
1634474320577652871,1,,,,,,
1632487574296007247,10,[2000000060484.0],1.0,,,,
1634474611185203075,14,"[2000000092805.0, 2000000107585.0, 2000000094311.0, 2000000080161.0, 2000000023960.0]",5.0,,,,
1634474603208415937,1,[2000000101972.0],1.0,,,,
1621160785626739511,621,"[2000000100272.0, 2000000099972.0, 2000000062174.0, 2000000087474.0, nan, 2000000106090.0, 2000000105932.0, 2000000104904.0, 2000000099996.0, 2000000107417.0, 2000000100272.0, 2000000087474.0, 2000000100272.0, 2000000100340.0, 2000000106069.0, 2000000106069.0, 2000000106076.0, 2000000113258.0, 2000000113258.0]",18.0,,,,
1634475049458744875,4,[2000000107615.0],1.0,,,,
1633117889743508140,50,"[2000000064352.0, 2000000018683.0, 2000000055107.0, 2000000080994.0, 2000000080994.0, 2000000107752.0, 2000000108025.0, 2000000067698.0, 2000000071343.0, 2000000060446.0, 2000000042848.0, 2000000026527.0, 2000000091778.0, 2000000106304.0, 2000000102788.0, 2000000026480.0, 2000000026527.0, 2000000026527.0, 2000000103983.0, 2000000105420.0, 2000000105161.0, 2000000104447.0, 2000000103983.0, 2000000104508.0]",24.0,,,,
1634126270895650879,9,"[2000000022048.0, 2000000022048.0, 2000000022048.0, 2000000107400.0, 2000000106557.0]",5.0,,,,
163446426842015702,1,,,,,,
1633609384892658752,5,,,,,,
163446483855057833,2,,,,,,
1634465532406060069,1,,,,,,
1634465603477416585,3,"[2000000059112.0, 2000000059112.0]",2.0,,,,
1634465994892328888,1,,,,,,
1634466233624145886,1,,,,,,
1634466493234945581,4,,,,,,
1634466574997927480,1,[2000000001142.0],1.0,,,,
1634466656803592414,1,,,,,,
163446736073977951,1,,,,,,
1634467495439588748,1,,,,,,
1634468314557946282,1,,,,,,
1634470806195142479,1,,,,,,
1634471466502839766,2,,,,,,
1634473867384613425,1,[2000000055527.0],1.0,,,,
1634221061605794986,11,"[2000000107110.0, 2000000106977.0]",2.0,,,,
1634474339155434513,4,"[2000000106311.0, 2000000039756.0]",2.0,,,,
1634474416443452072,3,,,,,,
1633394240393229556,4,,,,,,
1634474802487599854,1,[2000000061719.0],1.0,,,,
1634475178678910821,7,"[2000000107592.0, 2000000107608.0]",2.0,,,,
1626087724518296567,16,"[2000000090559.0, 2000000099293.0, 2000000090559.0, 2000000081632.0, 2000000067070.0, 2000000081632.0, 2000000023960.0, 2000000001838.0, 2000000100029.0]",9.0,,,,
1634466378423498754,1,,,,,,
1634466974687286185,1,,,,,,
1634125270196179335,3,[2000000076256.0],1.0,,,,
1634468064832011254,848,"[2000000039756.0, 2000000039763.0, 2000000031682.0, 2000000110127.0, 2000000031682.0, 2000000106779.0, 2000000111711.0, 2000000058818.0, 2000000108469.0, 2000000108469.0, 2000000037929.0, 2000000107479.0, 2000000031682.0, 2000000031637.0, 2000000031637.0, 2000000111711.0, 2000000111711.0, 2000000111711.0, 2000000111711.0, 2000000111643.0, 2000000111711.0, 2000000040011.0, 2000000039480.0, 2000000058818.0, 2000000111711.0, 2000000040011.0, 2000000111476.0, 2000000072203.0, 2000000099729.0, 2000000037929.0, 2000000113326.0, 2000000113333.0, 2000000113852.0, 2000000111711.0, 2000000111711.0, 2000000111711.0, 2000000107646.0]",37.0,,,,
1634468698672301832,2,,,,,,
1634471512946604005,2,,,,,,
1632572234901602281,30,"[2000000062662.0, 2000000107462.0, 2000000107462.0]",3.0,,,,
1634475216617675083,1,,,,,,
16344649401051115109,1,[2000000106557.0],1.0,,,,
1634465298845388860,1,,,,,,
1631199427266069597,69,"[2000000007694.0, 2000000106731.0, 2000000060088.0, 2000000066400.0, 2000000059204.0, 2000000113098.0, 2000000105420.0, 2000000106663.0, 2000000011158.0, 2000000113098.0, 2000000106663.0, 2000000107325.0, 2000000072760.0, 2000000053639.0, 2000000076676.0, 2000000104850.0, 2000000090429.0, 2000000085036.0, 2000000084053.0, 2000000076928.0, 2000000091747.0, 2000000060552.0, 2000000076676.0, 2000000105420.0, 2000000108773.0]",25.0,,,,
16344657421044047203,1,,,,,,
1634466565918733282,1,,,,,,
1634466846736600215,1,,,,,,
1633517502993141431,112,"[2000000110691.0, 2000000009148.0, 2000000009148.0, 2000000009148.0, 2000000009148.0, 2000000082721.0, 2000000115153.0, 2000000115474.0, 2000000116693.0, 2000000101538.0, 2000000098982.0, 2000000102801.0]",12.0,,,,
1634467213380087492,1,,,,,,
163446767013491425,1,,,,,,
16344687838635425,1,[2000000046075.0],1.0,,,,
1634469146712006888,1,,,,,,
1634470504100093486,1,[2000000008929.0],1.0,,,,
16344706651040642948,1,,,,,,
1634470798825355993,1,,,,,,
1634472873306545218,1,[2000000025032.0],1.0,,,,
1634472949984164146,4,"[2000000062662.0, 2000000018683.0, 2000000076003.0, 2000000055107.0]",4.0,,,,
1634473377788216861,1,[2000000064352.0],1.0,,,,
1634473769607211655,1,,,,,,
1634473942962193749,2,,,,,,
1634474412294601579,1,,,,,,
1607522154832202620,17,"[2000000055527.0, 2000000099002.0, 2000000099965.0, 2000000099842.0, 2000000081519.0, 2000000107028.0, 2000000072906.0, 2000000107110.0, 2000000111629.0, 2000000101712.0, 2000000061795.0]",11.0,,,,
1634474961524707840,1,,,,,,
1634475015287153238,1,,,,,,
1634475265804739443,20,"[2000000088327.0, 2000000095585.0, 2000000074177.0, 2000000093093.0, 2000000104188.0, 2000000072081.0, 2000000066608.0, 2000000107462.0]",8.0,,,,
159761240769419325,1,,,,,,
1634475824586492926,36,"[2000000051208.0, 2000000007953.0, 2000000106663.0, 2000000059204.0, 2000000007953.0, 2000000069609.0, 2000000103938.0, 2000000007953.0]",8.0,,,,
1634476138275558966,50,"[2000000107349.0, 2000000107332.0, 2000000098159.0, 2000000085357.0, 2000000107332.0, 2000000107455.0, 2000000034737.0, 2000000107455.0, 2000000107349.0, 2000000107332.0]",10.0,,,,
163448787637076311,1,,,,,,
1629099047664575468,6,"[2000000107462.0, 2000000107462.0, 2000000107462.0, 2000000095981.0]",4.0,,,,
16046858901013673908,127,"[2000000060101.0, 2000000057972.0, 2000000067964.0, 2000000066851.0, 2000000087412.0, 2000000068091.0, 2000000100517.0, 2000000080161.0, 2000000032801.0, 2000000080109.0, 2000000100517.0, 2000000066851.0, 2000000072081.0, 2000000087412.0, 2000000064512.0, 2000000068152.0, 2000000083872.0, 2000000096872.0, 2000000060101.0, 2000000095981.0, 2000000102061.0, 2000000099743.0, 2000000076331.0, 2000000027265.0, 2000000110301.0, 2000000110325.0, 2000000110301.0, 2000000103990.0, 2000000105123.0, 2000000100944.0, 2000000082493.0, 2000000110776.0, 2000000110110.0, 2000000110059.0, 2000000098548.0, 2000000103297.0, 2000000079615.0, 2000000110325.0, 2000000110059.0, 2000000110301.0, 2000000110301.0, 2000000076577.0, 2000000028248.0, 2000000007779.0, 2000000110301.0, 2000000054407.0, 2000000070568.0, 2000000097008.0, 2000000076300.0, 2000000112756.0, 2000000100517.0, 2000000103839.0, 2000000064093.0, 2000000113098.0, 2000000068213.0, 2000000070568.0, 2000000116051.0, 2000000116013.0, 2000000110615.0, 2000000116129.0]",60.0,,,,
1634477695336209363,13,"[2000000049984.0, 2000000049984.0, 2000000099002.0, 2000000045146.0, 2000000055527.0, 2000000063089.0]",6.0,,,,
1634477927988396672,13,"[2000000029764.0, 2000000071299.0, 2000000055527.0, 2000000023625.0, 2000000081519.0, 2000000087412.0]",6.0,,,,
1589209329103247949,71,"[2000000099002.0, 2000000038780.0, 2000000099002.0, 2000000063430.0, 2000000086118.0, 2000000108247.0, 2000000108247.0, 2000000104973.0, 2000000105222.0, 2000000078892.0, 2000000107752.0, 2000000081960.0, 2000000100968.0, 2000000106960.0, 2000000107028.0, 2000000037172.0, 2000000080178.0, 2000000067964.0, 2000000067964.0, 2000000101187.0, 2000000097831.0, 2000000097831.0, 2000000101187.0, 2000000028507.0, 2000000058573.0, 2000000068244.0, 2000000057026.0, 2000000047379.0, 2000000068909.0, 2000000105031.0, 2000000101712.0, 2000000061795.0, 2000000082837.0, 2000000028453.0, 2000000107073.0, 2000000109466.0, 2000000113302.0, 2000000079882.0, 2000000118741.0]",39.0,,,,
1634478979787486016,3,,,,,,
1633910913731580518,32,"[2000000055527.0, 2000000105994.0, 2000000105505.0, 2000000105505.0, 2000000105499.0, 2000000105499.0]",6.0,,,,
1634298055972723139,33,"[2000000055527.0, 2000000055527.0, 2000000067704.0, 2000000030623.0, 2000000098029.0, 2000000072302.0, 2000000081380.0, 2000000081342.0, 2000000093123.0, 2000000089294.0, 2000000077789.0, 2000000060392.0, 2000000093123.0, 2000000101170.0, 2000000101187.0, 2000000097831.0, 2000000076331.0, 2000000051499.0, 2000000104409.0, 2000000093093.0, 2000000073606.0, 2000000104379.0, 2000000072906.0, 2000000081304.0, 2000000089157.0, 2000000029764.0, 2000000094311.0, 2000000082202.0, 2000000077819.0, 2000000103792.0, 2000000077789.0, 2000000077789.0, 2000000077789.0]",33.0,,,,
1634479518362233413,1,,,,,,
1634479667184670732,1,,,,,,
1610923389437189571,1,,,,,,
1625430973450343213,5,[2000000060743.0],1.0,,,,
1634480475106870874,1,,,,,,
1634480852188440656,3,,,,,,
1631803947267096613,26,"[2000000099965.0, 2000000106663.0, 2000000106694.0, 2000000106892.0, 2000000106496.0, 2000000107356.0, 2000000106687.0, 2000000105406.0, 2000000101187.0, 2000000077789.0]",10.0,,,,
16344815601065612122,2,,,,,,
1634221125422266864,45,"[2000000107721.0, 2000000107721.0, 2000000086859.0, 2000000107721.0, 2000000108032.0, 2000000103990.0, 2000000107721.0, 2000000109435.0, 2000000012544.0, 2000000012544.0, 2000000108452.0, 2000000106328.0, 2000000081373.0, 2000000107790.0, 2000000105321.0, 2000000104331.0]",16.0,,,,
1613817556233303247,131,"[2000000067407.0, 2000000045702.0, 2000000107905.0, 2000000090030.0, 2000000078335.0, 2000000026442.0, 2000000110202.0, 2000000059976.0, 2000000097053.0, 2000000053202.0, 2000000045702.0, 2000000107745.0, 2000000110189.0, 2000000110189.0, 2000000110936.0, 2000000045702.0, 2000000112237.0, 2000000053202.0, 2000000113357.0, 2000000060248.0, 2000000000220.0, 2000000011448.0, 2000000088112.0, 2000000113357.0, 2000000053202.0, 2000000011448.0, 2000000011448.0, 2000000110905.0]",28.0,,,,
