brand,Группа категорий,id,id_s,total_views,mean_views,view_times
Riotdivision,Куртки и пуховики,1,['2000000098647'],0,0.0,[]
Roberto Cavalli,Кожаные куртки,1,['2000000011189'],0,0.0,[]
Roberto Cavalli,Пиджаки и жилеты,1,['2000000011172'],0,0.0,[]
Rodarte,Свитшоты и худи,1,['2000000097275'],0,0.0,[]
Rta,Деним,1,['2000000011202'],0,0.0,[]
Sacai,Рубашки,1,['2000000026565'],0,0.0,[]
Ralph Lauren,Пиджаки и жилеты,1,['2000000110974'],0,0.0,[]
Ralph Lauren,Деним,1,['2000000091686'],0,0.0,[]
Sacai,Штаны и брюки,1,['2000000103396'],0,0.0,[]
R13,Свитшоты и худи,1,['2000000109251'],0,0.0,[]
Prada,Украшения и другое,1,['2000000101408'],0,0.0,[]
Prada,Шорты и плавки,1,['2000000097084'],0,0.0,[]
Premiata,Кроссовки и кеды,1,['2000000100166'],0,0.0,[]
Premiata,Сумки и кошельки,1,['2000000098715'],0,0.0,[]
Premiata,Туфли,1,['2000000073354'],0,0.0,[]
Pringle Of Scotland,Пиджаки и жилеты,1,['2000000010250'],0,0.0,[]
R13,Головные уборы,1,['2000000120188'],0,0.0,[]
R13,Деним,1,['2000000086484'],0,0.0,[]
R13,Рубашки,1,['2000000107714'],0,0.0,[]
R13,Штаны и брюки,1,['2000000113630'],0,0.0,[]
Rag & Bone,Деним,1,['2000000111414'],0,0.0,[]
RAEY,Шорты и плавки,1,['2000000111445'],0,0.0,[]
READYMADE,Пиджаки и жилеты,1,['2000000070025'],0,0.0,[]
READYMADE,Сумки и кошельки,1,['2000000119625'],0,0.0,[]
RED SEPTEMBER,Рубашки,1,['2000000101064'],0,0.0,[]
Raf Simons,Деним,1,['2000000067629'],0,0.0,[]
Raf Simons,Кроссовки и кеды,1,['2000000077727'],0,0.0,[]
Raf Simons,Ремни,1,['2000000068213'],0,0.0,[]
Raf Simons,Сумки и кошельки,1,['2000000076300'],0,0.0,[]
Raf Simons,"Шарфы, платки, перчатки",1,['2000000103686'],0,0.0,[]
Sacai,Шорты и плавки,1,['2000000110080'],0,0.0,[]
Sage De Cret,Штаны и брюки,1,['2000000060354'],0,0.0,[]
Thom Browne,Свитшоты и худи,1,['2000000055428'],0,0.0,[]
Talking About The Abstraction,Футболки и лонгсливы,1,['2000000012575'],0,0.0,[]
Syngman Cucala,Рубашки,1,['2000000074658'],0,0.0,[]
THE INCORPORATED,Куртки и пуховики,1,['2000000112749'],0,0.0,[]
TTSWTRS,Штаны и брюки,1,['2000000111780'],0,0.0,[]
Takahiromiyashita The Soloist.,Ботинки и сапоги,1,['2000000031958'],0,0.0,[]
Takahiromiyashita The Soloist.,Деним,1,['2000000118260'],0,0.0,[]
Takahiromiyashita The Soloist.,Джемперы и свитеры,1,['2000000118420'],0,0.0,[]
Takahiromiyashita The Soloist.,Кроссовки и кеды,1,['2000000082257'],0,0.0,[]
Takahiromiyashita The Soloist.,"Шарфы, платки, перчатки",1,['2000000091716'],0,0.0,[]
Takashi Murakami,Кроссовки и кеды,1,['2000000103914'],0,0.0,[]
Telic,Сандалии и тапочки,1,['2000000015323'],0,0.0,[]
Supreme,Сумки и кошельки,1,['2000000120461'],0,0.0,[]
The Elder Statesman,Головные уборы,1,['2000000084329'],0,0.0,[]
The Kooples,Пальто и плащи,1,['2000000104737'],0,0.0,[]
The Viridi-anne,Деним,1,['2000000060941'],0,0.0,[]
The Viridi-anne,Джемперы и свитеры,1,['2000000086309'],0,0.0,[]
The Viridi-anne,Кроссовки и кеды,1,['2000000112503'],0,0.0,[]
The Viridi-anne,Пальто и плащи,1,['2000000023144'],0,0.0,[]
The Viridi-anne,Свитшоты и худи,1,['2000000085289'],0,0.0,[]
The Viridi-anne,Футболки и лонгсливы,1,['2000000078069'],0,0.0,[]
Thom Browne,"Галстуки, запонки, носки",1,['2000000012865'],0,0.0,[]
Syngman Cucala,Головные уборы,1,['2000000113890'],0,0.0,[]
Supreme,Кожаные куртки,1,['2000000091624'],0,0.0,[]
Saint Laurent Paris,Головные уборы,1,['2000000036991'],0,0.0,[]
Sasquatchfabrix,Куртки и пуховики,1,['2000000116570'],0,0.0,[]
Saint Laurent Paris,Сандалии и тапочки,1,['2000000023885'],0,0.0,[]
Saint Laurent Paris,Шорты и плавки,1,['2000000099774'],0,0.0,[]
Saint Michael,Джемперы и свитеры,1,['2000000088570'],0,0.0,[]
Salute,Шорты и плавки,1,['2000000098319'],0,0.0,[]
Salvatore Ferragamo,Пальто и плащи,1,['2000000073897'],0,0.0,[]
Sandro,Ботинки и сапоги,1,['2000000108322'],0,0.0,[]
Nastraze,Очки,1,['2000000097459'],0,0.0,[]
Sandro,Футболки и лонгсливы,1,['2000000104775'],0,0.0,[]
Santoni,Туфли,1,['2000000015286'],0,0.0,[]
Seigeki,Штаны и брюки,1,['2000000012209'],0,0.0,[]
Supreme,Джемперы и свитеры,1,['2000000116907'],0,0.0,[]
Stone Island,Пальто и плащи,1,['2000000102290'],0,0.0,[]
Stone Island,Футболки и лонгсливы,1,['2000000111735'],0,0.0,[]
Stone Island Shadow Project,Куртки и пуховики,1,['2000000112619'],0,0.0,[]
Stone Island Shadow Project,Штаны и брюки,1,['2000000012292'],0,0.0,[]
Suicoke,Сандалии и тапочки,1,['2000000095530'],0,0.0,[]
Suicoke,Туфли,1,['2000000118765'],0,0.0,[]
Suitsupply,Ботинки и сапоги,1,['2000000077697'],0,0.0,[]
Sultanwash,Деним,1,['2000000080970'],0,0.0,[]
Supreme,Деним,1,['2000000115825'],0,0.0,[]
Necessity Sense,Штаны и брюки,1,['2000000087245'],0,0.0,[]
08sircus,Куртки и пуховики,1,['2000000055787'],0,0.0,[]
Nasir Mazhar,Футболки и лонгсливы,1,['2000000090689'],0,0.0,[]
Chinatown Market,Штаны и брюки,1,['2000000115757'],0,0.0,[]
Christian Dada,Пиджаки и жилеты,1,['2000000096995'],0,0.0,[]
Christian Dada,Ремни,1,['2000000096933'],0,0.0,[]
Christian Dada,Футболки и лонгсливы,1,['2000000091679'],0,0.0,[]
Christian Dada,Штаны и брюки,1,['2000000003139'],0,0.0,[]
Christophe Lemaire ,Пиджаки и жилеты,1,['2000000109626'],0,0.0,[]
Christopher Nemeth,Штаны и брюки,1,['2000000113074'],0,0.0,[]
Christopher Raeburn,Куртки и пуховики,1,['2000000098630'],0,0.0,[]
Chrome Hearts,Головные уборы,1,['2000000111575'],0,0.0,[]
Chrome Hearts,Деним,1,['2000000095714'],0,0.0,[]
Chrome Hearts,Футболки и лонгсливы,1,['2000000095998'],0,0.0,[]
Churchs,Сандалии и тапочки,1,['2000000104454'],0,0.0,[]
Cinzia Araia,Ботинки и сапоги,1,['2000000116419'],0,0.0,[]
Coach,Кожаные куртки,1,['2000000072067'],0,0.0,[]
Colombo,Пальто и плащи,1,['2000000100562'],0,0.0,[]
Comme Des Garcons Black,Рубашки,1,['2000000107295'],0,0.0,[]
Comme Des Garcons Homme Plus,Ботинки и сапоги,1,['2000000057859'],0,0.0,[]
Comme Des Garcons Homme Plus,Рубашки,1,['2000000040073'],0,0.0,[]
Comme Des Garcons Homme Plus,Футболки и лонгсливы,1,['2000000048345'],0,0.0,[]
Comme Des Garcons Junya Watanabe,Куртки и пуховики,1,['2000000074603'],0,0.0,[]
Comme Des Garcons Junya Watanabe,Пальто и плащи,1,['2000000078502'],0,0.0,[]
Comme Des Garcons Junya Watanabe,Футболки и лонгсливы,1,['2000000079554'],0,0.0,[]
Comme des Garcons,Футболки и лонгсливы,1,['2000000039671'],0,0.0,[]
Comme des Garcons,Шорты и плавки,1,['2000000095103'],0,0.0,[]
Comme des Garcons Shirt,Джемперы и свитеры,1,['2000000074351'],0,0.0,[]
Comme des Garcons Shirt,Свитшоты и худи,1,['2000000110769'],0,0.0,[]
Comme des Garcons Shirt,Футболки и лонгсливы,1,['2000000104416'],0,0.0,[]
Comme des Garcons Shirt Boy,Куртки и пуховики,1,['2000000112299'],0,0.0,[]
Common Projects,Кроссовки и кеды,1,['2000000105000'],0,0.0,[]
Converse,Кроссовки и кеды,1,['2000000111230'],0,0.0,[]
Christian Dada,Куртки и пуховики,1,['2000000110073'],0,0.0,[]
Chinatown Market,Рубашки,1,['2000000115764'],0,0.0,[]
Nasaseasons,Рубашки,1,['2000000080239'],0,0.0,[]
Children of the Discordance,Штаны и брюки,1,['2000000098067'],0,0.0,[]
Burberry Prorsum,Пиджаки и жилеты,1,['2000000115399'],0,0.0,[]
By Walid,Сумки и кошельки,1,['2000000101095'],0,0.0,[]
By Walid,Штаны и брюки,1,['2000000098975'],0,0.0,[]
C.P. Company,Куртки и пуховики,1,['2000000054070'],0,0.0,[]
C.P. Company,Штаны и брюки,1,['2000000112565'],0,0.0,[]
C2h4,Куртки и пуховики,1,['2000000045733'],0,0.0,[]
C2h4,Рубашки,1,['2000000048185'],0,0.0,[]
CMMN SWDN,Пиджаки и жилеты,1,['2000000097961'],0,0.0,[]
Calvin Klein,Пиджаки и жилеты,1,['2000000112732'],0,0.0,[]
Calvin Klein 205W39NYC,Футболки и лонгсливы,1,['2000000105819'],0,0.0,[]
Carhartt,Деним,1,['2000000115726'],0,0.0,[]
Carol Christian Poell,Кроссовки и кеды,1,['2000000086682'],0,0.0,[]
Carol Christian Poell,Ремни,1,['2000000002378'],0,0.0,[]
Carol Christian Poell,Футболки и лонгсливы,1,['2000000103839'],0,0.0,[]
Carol Christian Poell,Шорты и плавки,1,['2000000086279'],0,0.0,[]
Casey Casey,Пальто и плащи,1,['2000000116747'],0,0.0,[]
Casey Vidalenc,Футболки и лонгсливы,1,['2000000081496'],0,0.0,[]
Cav Empt,Куртки и пуховики,1,['2000000116860'],0,0.0,[]
Cav Empt,Футболки и лонгсливы,1,['2000000088891'],0,0.0,[]
Cedric Jacquemyn,Головные уборы,1,['2000000031668'],0,0.0,[]
Celine,Ботинки и сапоги,1,['2000000055381'],0,0.0,[]
Celine,Пиджаки и жилеты,1,['2000000118505'],0,0.0,[]
Celine,Штаны и брюки,1,['2000000113173'],0,0.0,[]
Chanel,Очки,1,['2000000103006'],0,0.0,[]
Chanel,Украшения и другое,1,['2000000103747'],0,0.0,[]
Chapter,Шорты и плавки,1,['2000000046983'],0,0.0,[]
Cherevichkiotvichki,Туфли,1,['2000000108537'],0,0.0,[]
Children of the Discordance,Туфли,1,['2000000115474'],0,0.0,[]
Children of the Discordance,"Шарфы, платки, перчатки",1,['2000000120492'],0,0.0,[]
Costume National,Куртки и пуховики,1,['2000000098760'],0,0.0,[]
Courreges Homme,Куртки и пуховики,1,['2000000074450'],0,0.0,[]
Craig Green,Джемперы и свитеры,1,['2000000045986'],0,0.0,[]
Cruciani,Пиджаки и жилеты,1,['2000000015477'],0,0.0,[]
Doublet,Куртки и пуховики,1,['2000000118703'],0,0.0,[]
Doublet,Рубашки,1,['2000000118949'],0,0.0,[]
Doublet,Футболки и лонгсливы,1,['2000000118529'],0,0.0,[]
Dries Van Noten,Головные уборы,1,['2000000031637'],0,0.0,[]
Dries Van Noten,Деним,1,['2000000112114'],0,0.0,[]
Dries Van Noten,Джемперы и свитеры,1,['2000000071688'],0,0.0,[]
Dries Van Noten,Кроссовки и кеды,1,['2000000102719'],0,0.0,[]
Dries Van Noten,Свитшоты и худи,1,['2000000100630'],0,0.0,[]
Dries Van Noten,Шорты и плавки,1,['2000000045528'],0,0.0,[]
Dsquared2,Кроссовки и кеды,1,['2000000046082'],0,0.0,[]
Dsquared2,Пиджаки и жилеты,1,['2000000027142'],0,0.0,[]
Dsquared2,Рубашки,1,['2000000027333'],0,0.0,[]
Dsquared2,Футболки и лонгсливы,1,['2000000072876'],0,0.0,[]
Dsquared2,"Шарфы, платки, перчатки",1,['2000000003924'],0,0.0,[]
Dsquared2,Шорты и плавки,1,['2000000065113'],0,0.0,[]
EDWIN,Штаны и брюки,1,['2000000111216'],0,0.0,[]
Elena Dawson,Джемперы и свитеры,1,['2000000113692'],0,0.0,[]
Emporio Armani,Куртки и пуховики,1,['2000000069302'],0,0.0,[]
Emporio Armani,Пальто и плащи,1,['2000000072364'],0,0.0,[]
Emporio Armani,Пиджаки и жилеты,1,['2000000109015'],0,0.0,[]
Enfants Riches Deprimes,Украшения и другое,1,['2000000069012'],0,0.0,[]
Engineered Garments,Пиджаки и жилеты,1,['2000000110479'],0,0.0,[]
Engineered Garments,Штаны и брюки,1,['2000000109404'],0,0.0,[]
Ermenegildo Zegna,Рубашки,1,['2000000088365'],0,0.0,[]
Ermenegildo Zegna,"Шарфы, платки, перчатки",1,['2000000082806'],0,0.0,[]
Ermenegildo Zegna,Штаны и брюки,1,['2000000102979'],0,0.0,[]
Etudes,Свитшоты и худи,1,['2000000112640'],0,0.0,[]
Evisu,Куртки и пуховики,1,['2000000102528'],0,0.0,[]
Facetasm,Пальто и плащи,1,['2000000113135'],0,0.0,[]
Donegal Tweed,Головные уборы,1,['2000000070698'],0,0.0,[]
Dolce & Gabbana,Шорты и плавки,1,['2000000101675'],0,0.0,[]
Dolce & Gabbana,Туфли,1,['2000000083896'],0,0.0,[]
Devoa,Куртки и пуховики,1,['2000000115672'],0,0.0,[]
Custom,Футболки и лонгсливы,1,['2000000106458'],0,0.0,[]
D By D,Штаны и брюки,1,['2000000060088'],0,0.0,[]
D.Gnak By Kang.D,Куртки и пуховики,1,['2000000041407'],0,0.0,[]
D.Gnak By Kang.D,Пальто и плащи,1,['2000000084473'],0,0.0,[]
DNL,Рубашки,1,['2000000003481'],0,0.0,[]
Daily Paper,Куртки и пуховики,1,['2000000105024'],0,0.0,[]
Daily Paper,Штаны и брюки,1,['2000000114217'],0,0.0,[]
Damir Doma,Рубашки,1,['2000000081137'],0,0.0,[]
Daniel Andersen,Джемперы и свитеры,1,['2000000097893'],0,0.0,[]
Dead Meat,Футболки и лонгсливы,1,['2000000090702'],0,0.0,[]
Denis Simachev,Ремни,1,['2000000114613'],0,0.0,[]
Desh,Кожаные куртки,1,['2000000102771'],0,0.0,[]
Devoa,Головные уборы,1,['2000000107479'],0,0.0,[]
Devoa,Штаны и брюки,1,['2000000085340'],0,0.0,[]
Dolce & Gabbana,Сумки и кошельки,1,['2000000078281'],0,0.0,[]
Diesel,Ремни,1,['2000000087962'],0,0.0,[]
Diesel,Сумки и кошельки,1,['2000000104867'],0,0.0,[]
Dior,Пиджаки и жилеты,1,['2000000067308'],0,0.0,[]
Dior,Ремни,1,['2000000060002'],0,0.0,[]
Dior,Рубашки,1,['2000000114606'],0,0.0,[]
Dior,Сумки и кошельки,1,['2000000114071'],0,0.0,[]
Dior,Шорты и плавки,1,['2000000078168'],0,0.0,[]
Dirk Bikkembergs,Куртки и пуховики,1,['2000000070940'],0,0.0,[]
Dolce & Gabbana,Ботинки и сапоги,1,['2000000111704'],0,0.0,[]
Dolce & Gabbana,Джемперы и свитеры,1,['2000000064703'],0,0.0,[]
Dolce & Gabbana,Кожаные куртки,1,['2000000052724'],0,0.0,[]
Dolce & Gabbana,Кроссовки и кеды,1,['2000000103044'],0,0.0,[]
Dolce & Gabbana,Пальто и плащи,1,['2000000073002'],0,0.0,[]
Burberry,Штаны и брюки,1,['2000000076614'],0,0.0,[]
Burberry,Футболки и лонгсливы,1,['2000000068060'],0,0.0,[]
Burberry,Свитшоты и худи,1,['2000000067742'],0,0.0,[]
Ann Demeulemeester,Рубашки,1,['2000000086521'],0,0.0,[]
Adam Kimmel,Штаны и брюки,1,['2000000054926'],0,0.0,[]
Adam Selman,Очки,1,['2000000061832'],0,0.0,[]
Ader Error,Пальто и плащи,1,['2000000119489'],0,0.0,[]
Ader Error,Футболки и лонгсливы,1,['2000000089089'],0,0.0,[]
Ader Error,"Шарфы, платки, перчатки",1,['2000000029627'],0,0.0,[]
Adidas,Туфли,1,['2000000094458'],0,0.0,[]
Alexander McQueen,"Галстуки, запонки, носки",1,['2000000105697'],0,0.0,[]
Alexander McQueen,Деним,1,['2000000106229'],0,0.0,[]
Alexander McQueen,Джемперы и свитеры,1,['2000000027579'],0,0.0,[]
Alexander McQueen,Туфли,1,['2000000100494'],0,0.0,[]
Alexander Wang,Ботинки и сапоги,1,['2000000091778'],0,0.0,[]
Alexander Wang,Рубашки,1,['2000000067933'],0,0.0,[]
Alexander Wang,Штаны и брюки,1,['2000000059235'],0,0.0,[]
Allsaints,Рубашки,1,['2000000103075'],0,0.0,[]
Alltimers,Куртки и пуховики,1,['2000000103853'],0,0.0,[]
Alyx,Головные уборы,1,['2000000104225'],0,0.0,[]
Alyx,Футболки и лонгсливы,1,['2000000067889'],0,0.0,[]
Ambush Design,Пиджаки и жилеты,1,['2000000103655'],0,0.0,[]
Ambush Design,Сумки и кошельки,1,['2000000100685'],0,0.0,[]
Ambush Design,Футболки и лонгсливы,1,['2000000104355'],0,0.0,[]
Ambush Design,Штаны и брюки,1,['2000000069517'],0,0.0,[]
Amiri,Свитшоты и худи,1,['2000000064659'],0,0.0,[]
Amiri,Сумки и кошельки,1,['2000000113166'],0,0.0,[]
Amiri,"Шарфы, платки, перчатки",1,['2000000068909'],0,0.0,[]
Amiri,Штаны и брюки,1,['2000000106793'],0,0.0,[]
Andrea Yaaqov,Рубашки,1,['2000000065472'],0,0.0,[]
Andrea Yaaqov,Свитшоты и худи,1,['2000000096858'],0,0.0,[]
Angel Chen,Футболки и лонгсливы,1,['2000000053066'],0,0.0,[]
Ann Demeulemeester,Куртки и пуховики,1,['2000000120096'],0,0.0,[]
Adam Kimmel,Пиджаки и жилеты,1,['2000000054919'],0,0.0,[]
Acronym,Кроссовки и кеды,1,['2000000110660'],0,0.0,[]
Acne Studios,Рубашки,1,['2000000104690'],0,0.0,[]
424 On Fairfax,Футболки и лонгсливы,1,['2000000112169'],0,0.0,[]
1017 ALYX 9SM,Куртки и пуховики,1,['2000000093055'],0,0.0,[]
1017 ALYX 9SM,Сумки и кошельки,1,['2000000066103'],0,0.0,[]
1017 ALYX 9SM,Украшения и другое,1,['2000000096971'],0,0.0,[]
11 By Boris Bidjan Saberi,Деним,1,['2000000109923'],0,0.0,[]
11 By Boris Bidjan Saberi,Куртки и пуховики,1,['2000000000077'],0,0.0,[]
11 By Boris Bidjan Saberi,Рубашки,1,['2000000108438'],0,0.0,[]
11 By Boris Bidjan Saberi,Сумки и кошельки,1,['2000000102849'],0,0.0,[]
111,Пальто и плащи,1,['2000000090610'],0,0.0,[]
3.1 Phillip Lim,Деним,1,['2000000111421'],0,0.0,[]
3.1 Phillip Lim,Свитшоты и худи,1,['2000000112664'],0,0.0,[]
40's & Shorties,Штаны и брюки,1,['2000000015149'],0,0.0,[]
424 On Fairfax,Куртки и пуховики,1,['2000000068664'],0,0.0,[]
424 On Fairfax,Рубашки,1,['2000000120508'],0,0.0,[]
99%Is,Куртки и пуховики,1,['2000000023564'],0,0.0,[]
Acne Studios,Кожаные куртки,1,['2000000103945'],0,0.0,[]
99%Is,Пальто и плащи,1,['2000000095592'],0,0.0,[]
99%Is,Рубашки,1,['2000000014623'],0,0.0,[]
A Cold Wall,Головные уборы,1,['2000000103679'],0,0.0,[]
A Cold Wall,"Шарфы, платки, перчатки",1,['2000000105796'],0,0.0,[]
A Cold Wall,Штаны и брюки,1,['2000000107271'],0,0.0,[]
A Diciannoveventitre,Туфли,1,['2000000113777'],0,0.0,[]
A.P.C.,Рубашки,1,['2000000060699'],0,0.0,[]
A1923,Ботинки и сапоги,1,['2000000061634'],0,0.0,[]
AMI,Кроссовки и кеды,1,['2000000082677'],0,0.0,[]
AMI,Куртки и пуховики,1,['2000000068008'],0,0.0,[]
AXEL ARIGATO,Кроссовки и кеды,1,['2000000107950'],0,0.0,[]
Acereaper,Штаны и брюки,1,['2000000068411'],0,0.0,[]
Acne Studios,Джемперы и свитеры,1,['2000000111407'],0,0.0,[]
Ann Demeulemeester,Пальто и плащи,1,['2000000096131'],0,0.0,[]
Ann Demeulemeester,Украшения и другое,1,['2000000108469'],0,0.0,[]
Burberry,Джемперы и свитеры,1,['2000000102214'],0,0.0,[]
Ann Demeulemeester,Футболки и лонгсливы,1,['2000000113623'],0,0.0,[]
Bape,Футболки и лонгсливы,1,['2000000097060'],0,0.0,[]
Barbara I Gongini,Футболки и лонгсливы,1,['2000000001593'],0,0.0,[]
Ben Taverniti Unravel Project,Свитшоты и худи,1,['2000000001616'],0,0.0,[]
Berluti,Туфли,1,['2000000071299'],0,0.0,[]
Bernhard Willhelm,Свитшоты и худи,1,['2000000071770'],0,0.0,[]
Billionaire Boys Club,Штаны и брюки,1,['2000000120591'],0,0.0,[]
Birkenstock,Кроссовки и кеды,1,['2000000082332'],0,0.0,[]
Black Sign,Деним,1,['2000000015606'],0,0.0,[]
Black Sign,Джемперы и свитеры,1,['2000000025124'],0,0.0,[]
Black Sign,Футболки и лонгсливы,1,['2000000027296'],0,0.0,[]
Black Sign,Штаны и брюки,1,['2000000114095'],0,0.0,[]
Blackfist,Шорты и плавки,1,['2000000001838'],0,0.0,[]
Blood Brother,Штаны и брюки,1,['2000000060118'],0,0.0,[]
Blue Blood,Куртки и пуховики,1,['2000000028958'],0,0.0,[]
Boris Bidjan Saberi,Ботинки и сапоги,1,['2000000108087'],0,0.0,[]
Boris Bidjan Saberi,Рубашки,1,['2000000120744'],0,0.0,[]
Boris Bidjan Saberi,Свитшоты и худи,1,['2000000100326'],0,0.0,[]
Born X Raised,Штаны и брюки,1,['2000000031415'],0,0.0,[]
Borsalino,Головные уборы,1,['2000000072920'],0,0.0,[]
Bottega Veneta,Ботинки и сапоги,1,['2000000075051'],0,0.0,[]
Bottega Veneta,Кроссовки и кеды,1,['2000000097428'],0,0.0,[]
Bottega Veneta,Пиджаки и жилеты,1,['2000000118659'],0,0.0,[]
Bottega Veneta,Сумки и кошельки,1,['2000000119199'],0,0.0,[]
Bottega Veneta,Шорты и плавки,1,['2000000106946'],0,0.0,[]
Brioni,Пиджаки и жилеты,1,['2000000110851'],0,0.0,[]
Brunello Cucinelli,Ботинки и сапоги,1,['2000000100500'],0,0.0,[]
Brunello Cucinelli,Джемперы и свитеры,1,['2000000111391'],0,0.0,[]
Brunello Cucinelli,Рубашки,1,['2000000101323'],0,0.0,[]
Brunello Cucinelli,Футболки и лонгсливы,1,['2000000111384'],0,0.0,[]
Bape,Свитшоты и худи,1,['2000000015415'],0,0.0,[]
Bape,Куртки и пуховики,1,['2000000086033'],0,0.0,[]
Balmain,Рубашки,1,['2000000019017'],0,0.0,[]
Aviatic,Футболки и лонгсливы,1,['2000000081472'],0,0.0,[]
Arc'Teryx,Свитшоты и худи,1,['2000000105055'],0,0.0,[]
Argesto,Пиджаки и жилеты,1,['2000000015590'],0,0.0,[]
Aries,Штаны и брюки,1,['2000000107509'],0,0.0,[]
Armani,Куртки и пуховики,1,['2000000074924'],0,0.0,[]
Armani Collezioni,Штаны и брюки,1,['2000000001142'],0,0.0,[]
Attachment,Деним,1,['2000000069654'],0,0.0,[]
Attachment,Пальто и плащи,1,['2000000099538'],0,0.0,[]
Attachment,Рубашки,1,['2000000084527'],0,0.0,[]
Attachment,Свитшоты и худи,1,['2000000111957'],0,0.0,[]
Attachment,"Шарфы, платки, перчатки",1,['2000000007922'],0,0.0,[]
Augusta,Кожаные куртки,1,['2000000099521'],0,0.0,[]
Avant Toi,Джемперы и свитеры,1,['2000000109961'],0,0.0,[]
Avant Toi,Футболки и лонгсливы,1,['2000000104836'],0,0.0,[]
Backlash,Штаны и брюки,1,['2000000024288'],0,0.0,[]
Balmain,Ремни,1,['2000000087740'],0,0.0,[]
Balenciaga,Ботинки и сапоги,1,['2000000082318'],0,0.0,[]
Balenciaga,Деним,1,['2000000120799'],0,0.0,[]
Balenciaga,Джемперы и свитеры,1,['2000000110905'],0,0.0,[]
Balenciaga,Очки,1,['2000000093499'],0,0.0,[]
Balenciaga,Пиджаки и жилеты,1,['2000000107417'],0,0.0,[]
Balenciaga,Сумки и кошельки,1,['2000000114446'],0,0.0,[]
Balenciaga,"Шарфы, платки, перчатки",1,['2000000033297'],0,0.0,[]
Ballantyne,Пальто и плащи,1,['2000000102603'],0,0.0,[]
Bally,Кроссовки и кеды,1,['2000000104065'],0,0.0,[]
Bally,Туфли,1,['2000000104072'],0,0.0,[]
Balmain,Ботинки и сапоги,1,['2000000087771'],0,0.0,[]
Balmain,Джемперы и свитеры,1,['2000000084886'],0,0.0,[]
Balmain,Пальто и плащи,1,['2000000057217'],0,0.0,[]
Faith Connexion,Кожаные куртки,1,['2000000004495'],0,0.0,[]
Faith Connexion,Куртки и пуховики,1,['2000000094564'],0,0.0,[]
Faith Connexion,Штаны и брюки,1,['2000000077987'],0,0.0,[]
MM6,Украшения и другое,1,['2000000087610'],0,0.0,[]
Lanvin,Туфли,1,['2000000102764'],0,0.0,[]
Le Grande Bleu (L.G.B.),Головные уборы,1,['2000000019444'],0,0.0,[]
Le Grande Bleu (L.G.B.),Кожаные куртки,1,['2000000089362'],0,0.0,[]
Le Grande Bleu (L.G.B.),Рубашки,1,['2000000089379'],0,0.0,[]
Le Grande Bleu (L.G.B.),Свитшоты и худи,1,['2000000113579'],0,0.0,[]
Le Grande Bleu (L.G.B.),Штаны и брюки,1,['2000000113487'],0,0.0,[]
Lemaire,Куртки и пуховики,1,['2000000055091'],0,0.0,[]
Les Hommes,Пальто и плащи,1,['2000000066035'],0,0.0,[]
Les Hommes,Свитшоты и худи,1,['2000000075273'],0,0.0,[]
Les Hommes,Штаны и брюки,1,['2000000066844'],0,0.0,[]
Levi's,Штаны и брюки,1,['2000000104881'],0,0.0,[]
Liam Hodges,Футболки и лонгсливы,1,['2000000115788'],0,0.0,[]
Lost & Found Ria Dunn,Куртки и пуховики,1,['2000000083995'],0,0.0,[]
Lost & Found Ria Dunn,Рубашки,1,['2000000054735'],0,0.0,[]
Lost & Found Ria Dunn,"Шарфы, платки, перчатки",1,['2000000079547'],0,0.0,[]
Louis Vuitton,Кроссовки и кеды,1,['2000000114415'],0,0.0,[]
Louis Vuitton,Куртки и пуховики,1,['2000000082813'],0,0.0,[]
Louis Vuitton,Ремни,1,['2000000095165'],0,0.0,[]
Louis Vuitton,Сумки и кошельки,1,['2000000114392'],0,0.0,[]
Louis Vuitton,Туфли,1,['2000000039244'],0,0.0,[]
Louis Vuitton,Футболки и лонгсливы,1,['2000000109343'],0,0.0,[]
Louis Vuitton,"Шарфы, платки, перчатки",1,['2000000116129'],0,0.0,[]
Louis Vuitton,Штаны и брюки,1,['2000000113524'],0,0.0,[]
Luigi Borelli,Штаны и брюки,1,['2000000100586'],0,0.0,[]
M&M,Штаны и брюки,1,['2000000077444'],0,0.0,[]
M+Rc Noir,Футболки и лонгсливы,1,['2000000089096'],0,0.0,[]
MA.Julius,Джемперы и свитеры,1,['2000000072760'],0,0.0,[]
MCQ,Футболки и лонгсливы,1,['2000000090726'],0,0.0,[]
MEDICOM TOY,Свитшоты и худи,1,['2000000114187'],0,0.0,[]
Lanvin,Джемперы и свитеры,1,['2000000111155'],0,0.0,[]
Lanvin,Деним,1,['2000000111148'],0,0.0,[]
Lanvin,"Галстуки, запонки, носки",1,['2000000105680'],0,0.0,[]
Kidill,Футболки и лонгсливы,1,['2000000075877'],0,0.0,[]
Junya Watanabe,Свитшоты и худи,1,['2000000096834'],0,0.0,[]
Junya Watanabe,Туфли,1,['2000000007861'],0,0.0,[]
Junya Watanabe,Штаны и брюки,1,['2000000069937'],0,0.0,[]
Kanye West,Кроссовки и кеды,1,['2000000108308'],0,0.0,[]
Kanye West,Футболки и лонгсливы,1,['2000000103631'],0,0.0,[]
Kapital,Джемперы и свитеры,1,['2000000114569'],0,0.0,[]
Kapital,Куртки и пуховики,1,['2000000027302'],0,0.0,[]
Kapital,Рубашки,1,['2000000074832'],0,0.0,[]
