brand,Группа категорий,id,id_s,total_views,mean_views,view_times
Visvim,Кроссовки и кеды,2,"['2000000071602', '2000000082202']",0,0.0,[]
Balmain,Кожаные куртки,2,"['2000000014661', '2000000084923']",0,0.0,[]
Visvim,Рубашки,2,"['2000000088860', '2000000112589']",0,0.0,[]
Visvim,Туфли,2,"['2000000118840', '2000000118857']",0,0.0,[]
Bally,Пальто и плащи,2,"['2000000074559', '2000000105345']",0,0.0,[]
Visvim,Шорты и плавки,2,"['2000000013916', '2000000086323']",0,0.0,[]
Marsell,Ботинки и сапоги,2,"['2000000109893', '2000000109909']",0,0.0,[]
Vivienne Westwood,Куртки и пуховики,2,"['2000000064345', '2000000090801']",0,0.0,[]
Vivienne Westwood,Рубашки,2,"['2000000107981', '2000000107998']",0,0.0,[]
Backlash,Кожаные куртки,2,"['2000000106908', '2000000115030']",0,0.0,[]
Backlash,Деним,2,"['2000000085685', '2000000094960']",0,0.0,[]
Martine Rose,Куртки и пуховики,2,"['2000000069968', '2000000114996']",0,0.0,[]
Number (N)ine,Пальто и плащи,2,"['2000000009629', '2000000108445']",0,0.0,[]
Attachment,Туфли,2,"['2000000087573', '2000000108094']",0,0.0,[]
WESCO,Ботинки и сапоги,2,"['2000000015330', '2000000015354']",0,0.0,[]
Werkstatt Munchen,Украшения и другое,2,"['2000000069975', '2000000076928']",0,0.0,[]
Attachment,Пиджаки и жилеты,2,"['2000000085036', '2000000088419']",0,0.0,[]
Number (N)ine,Джемперы и свитеры,2,"['2000000057613', '2000000079424']",0,0.0,[]
Attachment,Куртки и пуховики,2,"['2000000076232', '2000000084015']",0,0.0,[]
Attachment,Джемперы и свитеры,2,"['2000000079691', '2000000101286']",0,0.0,[]
Oamc,Штаны и брюки,2,"['2000000032382', '2000000114972']",0,0.0,[]
Vintage,Футболки и лонгсливы,2,"['2000000094335', '2000000096001']",0,0.0,[]
Matematik,Футболки и лонгсливы,2,"['2000000116914', '2000000116921']",0,0.0,[]
Ben Taverniti Unravel Project,Куртки и пуховики,2,"['2000000031712', '2000000112756']",0,0.0,[]
Valentino,Туфли,2,"['2000000064468', '2000000071114']",0,0.0,[]
Burberry,Пиджаки и жилеты,2,"['2000000082974', '2000000098609']",0,0.0,[]
Vans,Головные уборы,2,"['2000000013251', '2000000041742']",0,0.0,[]
Verri,Пиджаки и жилеты,2,"['2000000013312', '2000000072104']",0,0.0,[]
Brunello Cucinelli,Куртки и пуховики,2,"['2000000084404', '2000000084411']",0,0.0,[]
Maison Margiela,Ремни,2,"['2000000037929', '2000000054469']",0,0.0,[]
Bottega Veneta,Туфли,2,"['2000000071312', '2000000114408']",0,0.0,[]
Maison Margiela,Сумки и кошельки,2,"['2000000101361', '2000000101378']",0,0.0,[]
Bottega Veneta,Джемперы и свитеры,2,"['2000000115177', '2000000120652']",0,0.0,[]
Boris Bidjan Saberi,Туфли,2,"['2000000100715', '2000000112442']",0,0.0,[]
Versace,Футболки и лонгсливы,2,"['2000000067926', '2000000115092']",0,0.0,[]
Boris Bidjan Saberi,Пиджаки и жилеты,2,"['2000000109282', '2000000114101']",0,0.0,[]
Boris Bidjan Saberi,Кроссовки и кеды,2,"['2000000060217', '2000000116433']",0,0.0,[]
Boris Bidjan Saberi,Кожаные куртки,2,"['2000000053677', '2000000086835']",0,0.0,[]
Boris Bidjan Saberi,Джемперы и свитеры,2,"['2000000102160', '2000000108209']",0,0.0,[]
Vetements,Ботинки и сапоги,2,"['2000000107974', '2000000115948']",0,0.0,[]
Vetements,Кроссовки и кеды,2,"['2000000088815', '2000000103365']",0,0.0,[]
Blackfist,Футболки и лонгсливы,2,"['2000000001845', '2000000027401']",0,0.0,[]
Off-White,Куртки и пуховики,2,"['2000000107776', '2000000113265']",0,0.0,[]
Billionaire Boys Club,Свитшоты и худи,2,"['2000000116358', '2000000116372']",0,0.0,[]
Dsquared2,Деним,2,"['2000000059716', '2000000065106']",0,0.0,[]
Number (N)ine,Деним,2,"['2000000069623', '2000000069630']",0,0.0,[]
Ann Demeulemeester,"Шарфы, платки, перчатки",2,"['2000000079493', '2000000090986']",0,0.0,[]
Valentino,Куртки и пуховики,2,"['2000000105444', '2000000116280']",0,0.0,[]
Acne Studios,Футболки и лонгсливы,2,"['2000000067797', '2000000111438']",0,0.0,[]
New Balance,Кроссовки и кеды,2,"['2000000091754', '2000000115450']",0,0.0,[]
Ys (Yamamoto),Пиджаки и жилеты,2,"['2000000074177', '2000000105840']",0,0.0,[]
Ys (Yamamoto),Футболки и лонгсливы,2,"['2000000014319', '2000000036670']",0,0.0,[]
AMI,Штаны и брюки,2,"['2000000066462', '2000000067728']",0,0.0,[]
AMI,Рубашки,2,"['2000000095844', '2000000104577']",0,0.0,[]
AMI,Пальто и плащи,2,"['2000000104584', '2000000104591']",0,0.0,[]
Moncler,Штаны и брюки,2,"['2000000050966', '2000000084305']",0,0.0,[]
A.P.C.,Деним,2,"['2000000060460', '2000000109428']",0,0.0,[]
A.D.E.D.,Свитшоты и худи,2,"['2000000114620', '2000000116631']",0,0.0,[]
A Cold Wall,Пальто и плащи,2,"['2000000045955', '2000000089645']",0,0.0,[]
Neil Barrett,Кожаные куртки,2,"['2000000024851', '2000000084909']",0,0.0,[]
Msgm,Куртки и пуховики,2,"['2000000108223', '2000000108230']",0,0.0,[]
Yves Saint Laurent,Штаны и брюки,2,"['2000000108858', '2000000111131']",0,0.0,[]
Zadig & Voltaire,Деним,2,"['2000000069678', '2000000083148']",0,0.0,[]
Neighborhood,Штаны и брюки,2,"['2000000109442', '2000000112558']",0,0.0,[]
Zegna Couture,Футболки и лонгсливы,2,"['2000000088921', '2000000088945']",0,0.0,[]
Ziggy Chen,Джемперы и свитеры,2,"['2000000101873', '2000000105536']",0,0.0,[]
Ziggy Chen,Футболки и лонгсливы,2,"['2000000080130', '2000000088297']",0,0.0,[]
Ziggy Chen,Штаны и брюки,2,"['2000000014531', '2000000049359']",0,0.0,[]
Neighborhood,Пиджаки и жилеты,2,"['2000000052823', '2000000107530']",0,0.0,[]
10sei0otto,Джемперы и свитеры,2,"['2000000015538', '2000000029931']",0,0.0,[]
Acne Studios,Свитшоты и худи,2,"['2000000060026', '2000000107059']",0,0.0,[]
Moma,Ботинки и сапоги,2,"['2000000077703', '2000000116426']",0,0.0,[]
Noname,Свитшоты и худи,2,"['2000000095837', '2000000098456']",0,0.0,[]
Yohji Yamamoto,Футболки и лонгсливы,2,"['2000000075396', '2000000078588']",0,0.0,[]
Ann Demeulemeester,Кроссовки и кеды,2,"['2000000091747', '2000000111278']",0,0.0,[]
Ann Demeulemeester,Джемперы и свитеры,2,"['2000000113500', '2000000115887']",0,0.0,[]
Ann Demeulemeester,Ботинки и сапоги,2,"['2000000107233', '2000000115900']",0,0.0,[]
Andy Wolf,Очки,2,"['2000000068381', '2000000089058']",0,0.0,[]
Andrea Yaaqov,Штаны и брюки,2,"['2000000088228', '2000000115924']",0,0.0,[]
Miharayasuhiro,Куртки и пуховики,2,"['2000000081380', '2000000104331']",0,0.0,[]
Andrea Yaaqov,Куртки и пуховики,2,"['2000000084503', '2000000084558']",0,0.0,[]
No Eddings,Свитшоты и худи,2,"['2000000050898', '2000000050904']",0,0.0,[]
Amiri,Футболки и лонгсливы,2,"['2000000034102', '2000000087993']",0,0.0,[]
Y/Project,Свитшоты и худи,2,"['2000000046150', '2000000067070']",0,0.0,[]
Alyx,Куртки и пуховики,2,"['2000000079738', '2000000104089']",0,0.0,[]
Misbhv,Куртки и пуховики,2,"['2000000080178', '2000000089669']",0,0.0,[]
Allsaints,Футболки и лонгсливы,2,"['2000000091471', '2000000091488']",0,0.0,[]
Yeezy Season,Штаны и брюки,2,"['2000000077512', '2000000094328']",0,0.0,[]
Alexander Wang,Футболки и лонгсливы,2,"['2000000073408', '2000000073453']",0,0.0,[]
Yohji Yamamoto,Джемперы и свитеры,2,"['2000000035482', '2000000078601']",0,0.0,[]
Aleksandr Manamis,Штаны и брюки,2,"['2000000120775', '2000000120782']",0,0.0,[]
Alanui,"Шарфы, платки, перчатки",2,"['2000000119113', '2000000119137']",0,0.0,[]
Alanui,Куртки и пуховики,2,"['2000000115108', '2000000115184']",0,0.0,[]
Air Jordan,Кроссовки и кеды,2,"['2000000100173', '2000000114460']",0,0.0,[]
Adidas,Куртки и пуховики,2,"['2000000089867', '2000000105550']",0,0.0,[]
Valentino,Пальто и плащи,2,"['2000000064727', '2000000086477']",0,0.0,[]
Ben Taverniti Unravel Project,Футболки и лонгсливы,2,"['2000000001692', '2000000065441']",0,0.0,[]
Buttero,Ботинки и сапоги,2,"['2000000107257', '2000000120812']",0,0.0,[]
Comme Des Garcons Junya Watanabe,Рубашки,2,"['2000000031309', '2000000095417']",0,0.0,[]
Other,Пальто и плащи,2,"['2000000050140', '2000000110295']",0,0.0,[]
Other,Кожаные куртки,2,"['2000000107110', '2000000110172']",0,0.0,[]
Other,Деним,2,"['2000000091341', '2000000120577']",0,0.0,[]
Lumen Et Umbra,Штаны и брюки,2,"['2000000008493', '2000000076577']",0,0.0,[]
Comme des Garcons Shirt,Куртки и пуховики,2,"['2000000074405', '2000000111001']",0,0.0,[]
Thom Browne,Ботинки и сапоги,2,"['2000000017129', '2000000118819']",0,0.0,[]
Comme des Garcons,Пальто и плащи,2,"['2000000082851', '2000000107424']",0,0.0,[]
Comme des Garcons,Куртки и пуховики,2,"['2000000074443', '2000000082929']",0,0.0,[]
Comme Des Garcons Homme Plus,Шорты и плавки,2,"['2000000039602', '2000000039749']",0,0.0,[]
Transit,Куртки и пуховики,2,"['2000000078076', '2000000116754']",0,0.0,[]
Comme Des Garcons Homme Plus,Свитшоты и худи,2,"['2000000041049', '2000000112701']",0,0.0,[]
Comme Des Garcons Homme Plus,Пальто и плащи,2,"['2000000048413', '2000000103464']",0,0.0,[]
Thom Browne,Туфли,2,"['2000000025902', '2000000118826']",0,0.0,[]
MM6,Штаны и брюки,2,"['2000000097008', '2000000101422']",0,0.0,[]
Ma+,Головные уборы,2,"['2000000111834', '2000000120737']",0,0.0,[]
Tom Ford,"Галстуки, запонки, носки",2,"['2000000029337', '2000000029382']",0,0.0,[]
Officine Creative,Туфли,2,"['2000000044118', '2000000103099']",0,0.0,[]
Off-White,Штаны и брюки,2,"['2000000070476', '2000000110431']",0,0.0,[]
Tee Library,Футболки и лонгсливы,2,"['2000000090658', '2000000090733']",0,0.0,[]
Louis Vuitton,Очки,2,"['2000000111643', '2000000113821']",0,0.0,[]
Damir Doma,Куртки и пуховики,2,"['2000000060934', '2000000086385']",0,0.0,[]
Damir Doma,Штаны и брюки,2,"['2000000072111', '2000000084442']",0,0.0,[]
Stone Island,Куртки и пуховики,2,"['2000000063003', '2000000098678']",0,0.0,[]
Dries Van Noten,Туфли,2,"['2000000089324', '2000000112435']",0,0.0,[]
Dries Van Noten,Пальто и плащи,2,"['2000000061788', '2000000116709']",0,0.0,[]
Stone Island,Ремни,2,"['2000000116839', '2000000116846']",0,0.0,[]
Dries Van Noten,"Галстуки, запонки, носки",2,"['2000000003788', '2000000003771']",0,0.0,[]
Dries Van Noten,Ботинки и сапоги,2,"['2000000059976', '2000000100401']",0,0.0,[]
Dr. Martens,Кроссовки и кеды,2,"['2000000111261', '2000000111889']",0,0.0,[]
Stone Island,Шорты и плавки,2,"['2000000076010', '2000000096179']",0,0.0,[]
Doublet,Джемперы и свитеры,2,"['2000000113197', '2000000118536']",0,0.0,[]
Supreme,Головные уборы,2,"['2000000014821', '2000000111919']",0,0.0,[]
Overcome,Штаны и брюки,2,"['2000000113951', '2000000113975']",0,0.0,[]
Dior,Футболки и лонгсливы,2,"['2000000096919', '2000000112138']",0,0.0,[]
Dior,Свитшоты и худи,2,"['2000000114743', '2000000116945']",0,0.0,[]
Dior,Куртки и пуховики,2,"['2000000052434', '2000000066332']",0,0.0,[]
Supreme,Штаны и брюки,2,"['2000000099309', '2000000111322']",0,0.0,[]
Syngman Cucala,Штаны и брюки,2,"['2000000106700', '2000000120454']",0,0.0,[]
TTSWTRS,Куртки и пуховики,2,"['2000000085760', '2000000086569']",0,0.0,[]
Tom Ford,Штаны и брюки,2,"['2000000012926', '2000000111315']",0,0.0,[]
Comme Des Garcons Junya Watanabe,Деним,2,"['2000000091440', '2000000099224']",0,0.0,[]
Thierry Mugler,Пиджаки и жилеты,2,"['2000000012742', '2000000109121']",0,0.0,[]
Calvin Klein,Куртки и пуховики,2,"['2000000107172', '2000000107189']",0,0.0,[]
Celine,Сумки и кошельки,2,"['2000000115658', '2000000115665']",0,0.0,[]
Carol Christian Poell,Штаны и брюки,2,"['2000000086286', '2000000101644']",0,0.0,[]
Celine,Куртки и пуховики,2,"['2000000107646', '2000000114965']",0,0.0,[]
Canada Goose,Куртки и пуховики,2,"['2000000106267', '2000000112428']",0,0.0,[]
Transit,Пиджаки и жилеты,2,"['2000000015385', '2000000116761']",0,0.0,[]
Celine,Деним,2,"['2000000062389', '2000000115641']",0,0.0,[]
Celine,Головные уборы,2,"['2000000093611', '2000000119151']",0,0.0,[]
Maison Margiela,Кожаные куртки,2,"['2000000057125', '2000000085234']",0,0.0,[]
Carol Christian Poell,Джемперы и свитеры,2,"['2000000088778', '2000000101552']",0,0.0,[]
Travis Scott,Футболки и лонгсливы,2,"['2000000094281', '2000000094311']",0,0.0,[]
Celine,Свитшоты и худи,2,"['2000000090252', '2000000094250']",0,0.0,[]
Cav Empt,Штаны и брюки,2,"['2000000015224', '2000000042299']",0,0.0,[]
Calvin Klein 205W39NYC,Джемперы и свитеры,2,"['2000000113067', '2000000114828']",0,0.0,[]
Carol Christian Poell,Пальто и плащи,2,"['2000000082110', '2000000099491']",0,0.0,[]
Undercover,Шорты и плавки,2,"['2000000098920', '2000000098937']",0,0.0,[]
Undercover,Пальто и плащи,2,"['2000000056753', '2000000105154']",0,0.0,[]
Carven,Куртки и пуховики,2,"['2000000107448', '2000000112213']",0,0.0,[]
Maison Margiela,Деним,2,"['2000000067704', '2000000083117']",0,0.0,[]
Cactus Jack,Футболки и лонгсливы,2,"['2000000112251', '2000000114767']",0,0.0,[]
Undercover,Пиджаки и жилеты,2,"['2000000035888', '2000000035895']",0,0.0,[]
Cav Empt,Шорты и плавки,2,"['2000000032603', '2000000086583']",0,0.0,[]
Carol Christian Poell,Украшения и другое,2,"['2000000002781', '2000000105529']",0,0.0,[]
Ca4la,Головные уборы,2,"['2000000028132', '2000000028149']",0,0.0,[]
Maison Margiela,Джемперы и свитеры,2,"['2000000109299', '2000000118468']",0,0.0,[]
Celine,Пальто и плащи,2,"['2000000085173', '2000000118284']",0,0.0,[]
Neil Barrett,Штаны и брюки,1,['2000000068091'],0,0.0,[]
Paul Harnden Shoemakers,Туфли,1,['2000000027050'],0,0.0,[]
Oxs Rubber Soul,Ботинки и сапоги,1,['2000000082691'],0,0.0,[]
Pierre Balmain,Свитшоты и худи,1,['2000000073491'],0,0.0,[]
Neil Barrett,Пиджаки и жилеты,1,['2000000109022'],0,0.0,[]
Pigalle,Футболки и лонгсливы,1,['2000000109497'],0,0.0,[]
PACCBET,Куртки и пуховики,1,['2000000105826'],0,0.0,[]
Neil Barrett,Головные уборы,1,['2000000114903'],0,0.0,[]
Needles,Деним,1,['2000000034300'],0,0.0,[]
Neighborhood,Джемперы и свитеры,1,['2000000114200'],0,0.0,[]
Pelechecoco,Кожаные куртки,1,['2000000096193'],0,0.0,[]
Neighborhood,Пальто и плащи,1,['2000000114194'],0,0.0,[]
Polo Ralph Lauren,Рубашки,1,['2000000098845'],0,0.0,[]
Neighborhood,Рубашки,1,['2000000104621'],0,0.0,[]
Palm Angels,Куртки и пуховики,1,['2000000110592'],0,0.0,[]
Neighborhood,Футболки и лонгсливы,1,['2000000094878'],0,0.0,[]
Palm Angels,Головные уборы,1,['2000000119007'],0,0.0,[]
Polo Ralph Lauren,Куртки и пуховики,1,['2000000098135'],0,0.0,[]
Pierre Balmain,Футболки и лонгсливы,1,['2000000077680'],0,0.0,[]
Paul Smith,Куртки и пуховики,1,['2000000084497'],0,0.0,[]
Paul Harnden Shoemakers,Украшения и другое,1,['2000000010137'],0,0.0,[]
Polo Ralph Lauren,Джемперы и свитеры,1,['2000000109084'],0,0.0,[]
Pollini,Ботинки и сапоги,1,['2000000120805'],0,0.0,[]
Pleasures,Футболки и лонгсливы,1,['2000000097497'],0,0.0,[]
Palace,Свитшоты и худи,1,['2000000105093'],0,0.0,[]
Neil Barrett,Куртки и пуховики,1,['2000000098333'],0,0.0,[]
Paige,Деним,1,['2000000105499'],0,0.0,[]
Pierre Balmain,Штаны и брюки,1,['2000000035352'],0,0.0,[]
New Era,Головные уборы,1,['2000000045580'],0,0.0,[]
Patrick Hellmann Collection,Пиджаки и жилеты,1,['2000000110806'],0,0.0,[]
Nexus Vii,Кроссовки и кеды,1,['2000000054940'],0,0.0,[]
Other,Свитшоты и худи,1,['2000000095615'],0,0.0,[]
Nutsa Modebadze ,Сумки и кошельки,1,['2000000105772'],0,0.0,[]
Philipp Plein,Кроссовки и кеды,1,['2000000071305'],0,0.0,[]
Noname,Штаны и брюки,1,['2000000009414'],0,0.0,[]
Nostra Santissima,Деним,1,['2000000081670'],0,0.0,[]
Old Joe,Штаны и брюки,1,['2000000107547'],0,0.0,[]
Old Joe,Пиджаки и жилеты,1,['2000000107516'],0,0.0,[]
Paul & Shark,Штаны и брюки,1,['2000000111728'],0,0.0,[]
Old Joe,Деним,1,['2000000077413'],0,0.0,[]
Paul & Joe,Рубашки,1,['2000000098586'],0,0.0,[]
Pendleton,Пальто и плащи,1,['2000000105031'],0,0.0,[]
Petar Petrov ,Штаны и брюки,1,['2000000061702'],0,0.0,[]
Officine Creative,Кроссовки и кеды,1,['2000000071343'],0,0.0,[]
Officine Creative,Ботинки и сапоги,1,['2000000109954'],0,0.0,[]
Patrick Hellmann Collection,Штаны и брюки,1,['2000000110813'],0,0.0,[]
Number (N)ine,Куртки и пуховики,1,['2000000053189'],0,0.0,[]
Petrosolaum,Туфли,1,['2000000059549'],0,0.0,[]
Number (N)ine,Пиджаки и жилеты,1,['2000000079455'],0,0.0,[]
Number (N)ine,Штаны и брюки,1,['2000000063959'],0,0.0,[]
Number (N)ine,Футболки и лонгсливы,1,['2000000075839'],0,0.0,[]
Oliver Peoples ,Очки,1,['2000000068787'],0,0.0,[]
Olmar and Mirta,Футболки и лонгсливы,1,['2000000113517'],0,0.0,[]
No. 21,Футболки и лонгсливы,1,['2000000090696'],0,0.0,[]
Orslow,Деним,1,['2000000112763'],0,0.0,[]
Nicholas Julitta,Пальто и плащи,1,['2000000044804'],0,0.0,[]
Pierre Balmain,Рубашки,1,['2000000034867'],0,0.0,[]
Off-White,Шорты и плавки,1,['2000000106953'],0,0.0,[]
Off-White,Джемперы и свитеры,1,['2000000116655'],0,0.0,[]
Nigel Cabourn,Куртки и пуховики,1,['2000000113012'],0,0.0,[]
Pierre Balmain,Джемперы и свитеры,1,['2000000072869'],0,0.0,[]
Nike,Куртки и пуховики,1,['2000000070339'],0,0.0,[]
Pierre Balmain,Деним,1,['2000000066523'],0,0.0,[]
Nike ACG,Джемперы и свитеры,1,['2000000086705'],0,0.0,[]
Paul Harnden Shoemakers,Очки,1,['2000000095585'],0,0.0,[]
Nike ACG,Кроссовки и кеды,1,['2000000114477'],0,0.0,[]
Nike ACG,Свитшоты и худи,1,['2000000086712'],0,0.0,[]
Nike SB,Кроссовки и кеды,1,['2000000095806'],0,0.0,[]
Opening Ceremony,Кожаные куртки,1,['2000000105017'],0,0.0,[]
Off-White,Украшения и другое,1,['2000000072128'],0,0.0,[]
Philipp Plein,Пальто и плащи,1,['2000000068657'],0,0.0,[]
No. 21,Куртки и пуховики,1,['2000000082899'],0,0.0,[]
Off-White,"Шарфы, платки, перчатки",1,['2000000107073'],0,0.0,[]
Other,Ремни,1,['2000000003085'],0,0.0,[]
Sandro,Куртки и пуховики,1,['2000000104966'],0,0.0,[]
Prada,Джемперы и свитеры,1,['2000000108940'],0,0.0,[]
Vetements,Сандалии и тапочки,1,['2000000090924'],0,0.0,[]
Versace,Джемперы и свитеры,1,['2000000102092'],0,0.0,[]
Versace,Очки,1,['2000000066363'],0,0.0,[]
Versace,Пальто и плащи,1,['2000000082820'],0,0.0,[]
Versace,Рубашки,1,['2000000111605'],0,0.0,[]
Versace,Свитшоты и худи,1,['2000000067827'],0,0.0,[]
Versace,Украшения и другое,1,['2000000114330'],0,0.0,[]
Versace,Шорты и плавки,1,['2000000115054'],0,0.0,[]
Vetements,"Галстуки, запонки, носки",1,['2000000029832'],0,0.0,[]
Vetements,Головные уборы,1,['2000000111667'],0,0.0,[]
Vintage,Деним,1,['2000000100555'],0,0.0,[]
Versace,Головные уборы,1,['2000000115573'],0,0.0,[]
Vintage,Куртки и пуховики,1,['2000000027548'],0,0.0,[]
Virdi-Anne,Пальто и плащи,1,['2000000015453'],0,0.0,[]
Visvim,Деним,1,['2000000113852'],0,0.0,[]
Visvim,Пальто и плащи,1,['2000000034287'],0,0.0,[]
Vivienne Westwood,"Галстуки, запонки, носки",1,['2000000108032'],0,0.0,[]
Vivienne Westwood,Деним,1,['2000000087023'],0,0.0,[]
Vivienne Westwood,Сандалии и тапочки,1,['2000000106250'],0,0.0,[]
Vivienne Westwood,Туфли,1,['2000000078038'],0,0.0,[]
Vlone,Футболки и лонгсливы,1,['2000000088785'],0,0.0,[]
Versace,Деним,1,['2000000100395'],0,0.0,[]
Versace,Ботинки и сапоги,1,['2000000054162'],0,0.0,[]
Volga Volga,Пиджаки и жилеты,1,['2000000030883'],0,0.0,[]
Transit,Рубашки,1,['2000000116723'],0,0.0,[]
Tigran Avetisyan,Футболки и лонгсливы,1,['2000000101194'],0,0.0,[]
Timberland,Ботинки и сапоги,1,['2000000061580'],0,0.0,[]
Tod's,Туфли,1,['2000000120119'],0,0.0,[]
Tom Ford,Очки,1,['2000000087665'],0,0.0,[]
Tom Ford,Пальто и плащи,1,['2000000012933'],0,0.0,[]
Tom Ford,Рубашки,1,['2000000017518'],0,0.0,[]
Tom Ford,Туфли,1,['2000000025858'],0,0.0,[]
Tom Rebl,Штаны и брюки,1,['2000000098692'],0,0.0,[]
Transit,Пальто и плащи,1,['2000000116778'],0,0.0,[]
Transit,Свитшоты и худи,1,['2000000116716'],0,0.0,[]
Valentino,Кожаные куртки,1,['2000000027555'],0,0.0,[]
Ueg,Куртки и пуховики,1,['2000000075501'],0,0.0,[]
Undercover,Кожаные куртки,1,['2000000119472'],0,0.0,[]
Undercover,Кроссовки и кеды,1,['2000000057903'],0,0.0,[]
Undercover,Рубашки,1,['2000000023502'],0,0.0,[]
Undercover,Сумки и кошельки,1,['2000000044279'],0,0.0,[]
Undercover,Украшения и другое,1,['2000000023427'],0,0.0,[]
Uniform Experiment ,Головные уборы,1,['2000000120478'],0,0.0,[]
Universal Works,Куртки и пуховики,1,['2000000098869'],0,0.0,[]
Utility Pro Workerwear,Футболки и лонгсливы,1,['2000000098289'],0,0.0,[]
Volga Volga,Кроссовки и кеды,1,['2000000060156'],0,0.0,[]
Volga Volga,Сумки и кошельки,1,['2000000079561'],0,0.0,[]
Thom Browne,Футболки и лонгсливы,1,['2000000079400'],0,0.0,[]
Yves Saint Laurent,Ремни,1,['2000000114682'],0,0.0,[]
You Must Create,Рубашки,1,['2000000116587'],0,0.0,[]
You Must Create,Штаны и брюки,1,['2000000049342'],0,0.0,[]
Ys (Yamamoto),Джемперы и свитеры,1,['2000000036588'],0,0.0,[]
Ys (Yamamoto),Куртки и пуховики,1,['2000000041797'],0,0.0,[]
Yves Saint Laurent,Головные уборы,1,['2000000031682'],0,0.0,[]
Yves Saint Laurent,Деним,1,['2000000060569'],0,0.0,[]
Yves Saint Laurent,Кожаные куртки,1,['2000000112152'],0,0.0,[]
Yves Saint Laurent,Очки,1,['2000000083162'],0,0.0,[]
Yves Saint Laurent,Пиджаки и жилеты,1,['2000000109053'],0,0.0,[]
Yves Saint Laurent,Рубашки,1,['2000000108421'],0,0.0,[]
Yohji Yamamoto,Сумки и кошельки,1,['2000000080994'],0,0.0,[]
Zadig & Voltaire,Кроссовки и кеды,1,['2000000069197'],0,0.0,[]
Zegna Couture,Джемперы и свитеры,1,['2000000077581'],0,0.0,[]
Ziggy Chen,Пальто и плащи,1,['2000000080147'],0,0.0,[]
Ziggy Chen,Шорты и плавки,1,['2000000076003'],0,0.0,[]
awaveawake,Украшения и другое,1,['2000000061962'],0,0.0,[]
daniel patrick,Шорты и плавки,1,['2000000089720'],0,0.0,[]
daniel patrick,Штаны и брюки,1,['2000000090436'],0,0.0,[]
kaval,Штаны и брюки,1,['2000000076027'],0,0.0,[]
schott,Пальто и плащи,1,['2000000105079'],0,0.0,[]
Yohji Yamamoto,"Шарфы, платки, перчатки",1,['2000000040714'],0,0.0,[]
Yohji Yamamoto,Кроссовки и кеды,1,['2000000066998'],0,0.0,[]
Volga Volga,Штаны и брюки,1,['2000000059259'],0,0.0,[]
Y-3,Туфли,1,['2000000080697'],0,0.0,[]
White Mountaineering,Головные уборы,1,['2000000014050'],0,0.0,[]
White Mountaineering,Кроссовки и кеды,1,['2000000014067'],0,0.0,[]
Winterland,Футболки и лонгсливы,1,['2000000014081'],0,0.0,[]
Wooyoungmi,Свитшоты и худи,1,['2000000108919'],0,0.0,[]
Wtaps,Пальто и плащи,1,['2000000103785'],0,0.0,[]
Wtaps,Свитшоты и худи,1,['2000000113036'],0,0.0,[]
Wtaps,Футболки и лонгсливы,1,['2000000025117'],0,0.0,[]
Y-3,Кроссовки и кеды,1,['2000000072029'],0,0.0,[]
Y-3,Ремни,1,['2000000083247'],0,0.0,[]
Y-3,Футболки и лонгсливы,1,['2000000084480'],0,0.0,[]
Yohji Yamamoto,"Галстуки, запонки, носки",1,['2000000038209'],0,0.0,[]
Y-3,Штаны и брюки,1,['2000000080734'],0,0.0,[]
Y/Project,Пальто и плащи,1,['2000000081359'],0,0.0,[]
Y/Project,Футболки и лонгсливы,1,['2000000110523'],0,0.0,[]
Y/Project,Штаны и брюки,1,['2000000045948'],0,0.0,[]
Yang Li,Куртки и пуховики,1,['2000000076782'],0,0.0,[]
Yeezy Season,Пальто и плащи,1,['2000000108483'],0,0.0,[]
Yeezy Season,Свитшоты и худи,1,['2000000094854'],0,0.0,[]
Yeezy Season,Футболки и лонгсливы,1,['2000000091167'],0,0.0,[]
Yohji Yamamoto,Ботинки и сапоги,1,['2000000120393'],0,0.0,[]
Thom Krom,Куртки и пуховики,1,['2000000112350'],0,0.0,[]
Thom Browne,Сумки и кошельки,1,['2000000120485'],0,0.0,[]
Prada,Пальто и плащи,1,['2000000109213'],0,0.0,[]
Rick Owens Drkshdw,Ботинки и сапоги,1,['2000000105901'],0,0.0,[]
Ralph Lauren,Рубашки,1,['2000000067711'],0,0.0,[]
Random Identities,Пальто и плащи,1,['2000000105864'],0,0.0,[]
Raparo,Туфли,1,['2000000015262'],0,0.0,[]
Rats,Пиджаки и жилеты,1,['2000000107523'],0,0.0,[]
Rats,Футболки и лонгсливы,1,['2000000086354'],0,0.0,[]
Regular - Tata,Штаны и брюки,1,['2000000031507'],0,0.0,[]
Represent Clo.,Деним,1,['2000000104522'],0,0.0,[]
Rhude,Кроссовки и кеды,1,['2000000104607'],0,0.0,[]
Rhude,Футболки и лонгсливы,1,['2000000093185'],0,0.0,[]
Rick Owens Drkshdw,Пальто и плащи,1,['2000000111025'],0,0.0,[]
Ralph Lauren,Джемперы и свитеры,1,['2000000116495'],0,0.0,[]
Rick Owens Drkshdw,Сандалии и тапочки,1,['2000000118130'],0,0.0,[]
Rick Owens Drkshdw,Футболки и лонгсливы,1,['2000000010861'],0,0.0,[]
Rick Owens Drkshdw,"Шарфы, платки, перчатки",1,['2000000068879'],0,0.0,[]
